code	alternate_title
27-3023.00	["Anchor","Anchorman","Art Critic","Basketball Commentator","Blogger","Book Critic","Book Reviewer","Broadcast Journalist","Broadcast Meteorologist","Broadcast News Advisor","Business Reporter","Business Writer","Columnist","Commentator","Correspondent","Courtroom Reporter","Critic","Cub Reporter","Desk Reporter","Digital Commentator","Dramatic Critic","Editorial Writer","Environmental Journalist","Fashion Journalist","Feature Writer","Film Critic","Financial Writer","Food Critic","Food Writer","Foreign Correspondent","General Assignment Reporter","General Assignment Television News Reporter","Headline Writer","Information Writer","Investigative Reporter","Journalist","Law Reporter","Leg Man","Magazine Journalist","Magazine Writer","Marine Reporter","Market News Reporter","Market Reporter","Media Analyst","Motion Picture Critic","Movie Critic","Multimedia Journalist","Music Critic","Music Journalist","News Analyst","News Anchor","News Commentator","News Correspondent","News Reporter","News Writer","Newscaster","Newspaper Columnist","Newspaper Correspondent","Newspaper Journalist","Newspaper Reporter","Newspaper Writer","Political Reporter","Press Writer","Print Journalist","Radio Commentator","Radio News Anchor","Radio News Writer","Radio Talk Show Host","Reporter","Soccer Commentator","Society Reporter","Sports Analyst","Sports Anchor","Sports Commentator","Sports Journalist","Sports Reporter","Sports Writer","Staff Reporter","Staff Writer","Television Anchor","Television News Anchor (TV News Anchor)","Television News Reporter","Television Reporter (TV Reporter)","Traffic Reporter","Travel Journalist","Travel Writer","Volleyball Commentator","Weather Anchor","Weekend Anchor"]
27-3031.00	["Audience Coordinator","Brand Advocate","Communication Specialist","Communications Associate","Communications Specialist","Concert Promoter","Consumer Advocate","Content Specialist","Content Strategist","Corporate Communications Specialist","Customer Specialist","Environmental Communications Specialist","Event Promoter","Image Consultant","Information Specialist","Lobbyist","Marketing Communications Specialist","Media Buyer","Media Planner","Media Relations Specialist","Media Specialist","Motivational Speaker","Music Publicist","Political Advisor","Political Aide","Press Agent","Press Secretary","Promotion Specialist","Public Affairs Officer","Public Affairs Specialist","Public Information Officer","Public Information Specialist","Public Relations Consultant","Public Relations Coordinator (PR Coordinator)","Public Relations Counselor","Public Relations Officer","Public Relations Representative","Public Relations Specialist (PR Specialist)","Publicist","Publicity Agent","Publicity Consultant","Publicity Expert","Publicity Person","Publicity Writer","Service Promoter Salesperson","Shelter Advocate","Speech Writer","Sustainability Communicator"]
27-3041.00	["Acquisitions Editor","Acute Editor","Advertising Editor","Art Editor","Assignment Editor","Book Editor","Business Editor","Censor","Chief Editor","Communications Editor","Content Editor","Continuity Editor","Continuity Reader","Copy Reader","Dictionary Editor","Editor","Editorial Specialist","Fashion Editor","Features Editor","Food Editor","Greeting Card Editor","Index Editor","Legal Editor","Magazine Editor","Make Up Editor","Manuscript Editor","Manuscript Reader","Market Editor","Medical Editor","News Editor","Newspaper Copy Editor","Newspaper Editor","Newspaper Managing Editor","Newspaper Photo Editor","Online Content Editor","Photo Editor","Play Reader","Production Editor","Program Proposals Coordinator","Publication Editor","Publications Editor","Reader","Reviewer","Rewrite Editor","Science Editor","Scientific Publications Editor","Script Editor","Script Reader","Slot Editor","Society Editor","Sports Editor","Story Editor","Story Reader","Technical Editor","Telegraph Editor","Web Editor"]
27-3042.00	["Assembly Instructions Writer","Clinical Writer","Contract Writer","Document Specialist","Documentation Designer","Documentation Specialist","Documentation Writer","Engineering Documentation Specialist","Engineering Writer","Expert Medical Writer","Grant Writer","Handbook Writer","Health Science Writer","Health Technical Writer","Information Developer","Lexicographer","Manual Writer","Medical Technical Writer","Medical Writer","Narrative Writer","Process Description Writer","Proposal Coordinator","Proposal Writer","Report Writer","Requirements Analyst","Scientific Writer","Senior Technical Writer","Specifications Writer","Technical Communicator","Technical Publications Writer","Technical Writer","Technical Writer and Editor","Technician Writer"]
27-3043.00	["Ad Copy Writer","Ad Writer","Advertising Associate","Advertising Copy Writer","Advertising Copywriter","Advertising Specialist","Advertising Writer","Biographer","Blurb Writer","Business Writer","Communications Specialist","Content Writer","Copy Writer","Copywriter","Freelance Copywriter","Freelance Writer","Lyricist","Novelist","Online Content Developer","Playwright","Poet","Program Writer","Radio Script Writer","Screen Writer","Short Story Writer","Song Lyricist","Television Writer","Verse Writer","Web Content Writer","Writer"]
27-3043.05	["Article Writer","Author","Biographer","Blog Content Writer","Blog Writer","Blogger","Book Author","Business Writer","Children's Author","Children's Book Author","Comic Book Writer","Comic Writer","Community Blogger","Content Writer","Continuity Writer","Creative Writer","Crossword Puzzle Maker","Documentary Storyteller","Dramatist","Editorial Writer","Fiction and Nonfiction Author","Fiction and Nonfiction Prose Writer","Fiction Writer","Film Writer","Freelance Writer","Gag Writer","Game Author","Ghost Writer","Greeting Card Maker","Greeting Card Writer","Humorist","Librettist","Literary Writer","Lyricist","Magazine Writer","Movie Writer","Music Critic","Novelist","Play Writer","Playwright","Poem Writer","Poet","Program Writer","Publications Writer","Radio Script Writer","Scenario Writer","Screen Writer","Screenplay Writer","Script Writer","Short Story Writer","Song Writer","Songwriter","Speech Writer","Speechwriter","Sports Writer","Story Writer","Television Script Writer","Television Writer","Travel Writer","Verse Writer","Video Game Script Writer","Video Games Storywriter","Writer"]
27-3091.00	["American Sign Language Interpreter (ASL Interpreter)","Arabic Translator","Bilingual Interpreter","Bilingual Secretary","Braille Translator","Court Interpreter","Cryptologic Linguist","Deaf Interpreter","Diplomatic Interpreter","Educational Interpreter","Foreign Language Interpreter","Interpreter","Interpreter for the Deaf","Language Interpreter","Language Translator","Linguist","Medical Interpreter","Paraprofessional Interpreter","Sign Language Interpreter","Sign Language Translator","Spanish Interpreter","Spanish Translator","Technical Translator","Translator","Vietnamese Interpreter"]
27-3092.00	["Certified Shorthand Reporter (CSR)","Court Monitor","Court Recorder","Court Recording Monitor","Court Reporter","Court Stenographer","Court Transcriber","Deposition Reporter","Digital Court Reporter","Electronic Court Recorder","Hearings Reporter","Judicial Reporter","Official Court Reporter","Realtime Captioner","Realtime Court Reporter","Recorder","Shorthand Reporter","Stenocaptioner","Stenographer","Stenotype Operator","Text Transcriber","Transcript Clerk","Voice Writing Reporter"]
27-3099.00	["Audience Coordinator","Audio-Visual Specialist","Continuity Manager","Graphologist","Reader","Script Manager","Stage Technician"]
27-4011.00	["Audio Technician","Audio Video Technician","Audio Visual Communications Systems Technician","Audio Visual Production Specialist","Audio Visual Specialist (AV Specialist)","Audio Visual Technician (AV Technician)","Communications Equipment Operating Technician","Event Audio Visual Operator","Event Crew Technician","Event Technician","Media Technician","Music, Sound, and Light Technician","Operations Technician","Projector Operator","Sight Effects Specialist","Sound Controller","Stage Technician","Stagehand","Theater Technician","Video Control Operator","Video Equipment Technician","Video Operator","Video Production Specialist","Video Projection Technician","Video Technician"]
27-4012.00	["Audio Engineer","Audio Operator","Board Operator","Broadcast Engineer","Broadcast Maintenance Engineer","Broadcast Operations Engineer","Broadcast Operations Technician","Broadcast Technician","Color Technician","Control Engineer","Control Operator","Control Room Operator","Control Room Technician","Engineering Operator","Engineering Technician","Facsimile Operator","Master Control Engineer","Media Technician","Microphone Operator","Mixer Operator","News Gathering Technician","Operating Engineer","Operations Technician","Production Engineer","Program Scheduler","Projection Engineer","Radio Engineer","Radio Station Audio Engineer","Radio Station Engineer","Radio Technician","Records and Tape Recordings Engineer","Reliability Technicians","Remote Broadcast Engineer","Signal Engineer","Sound Controller","Sound Effects Technician","Station Engineer","Studio Control Operator","Studio Coordinator","Studio Engineer","Studio Operation Engineer","Studio Technician","Technical Testing Engineer","Telecasting Engineer","Telecasting Technician","Telecine Operator","Television Audio Engineer","Television Engineer","Television Operator","Television Technician","Transmission Engineer","Transmission Operator","Transmitter Engineer","Transmitter Operator","TV Technician","Video Control Engineer","Video Operator","Videotape Operator","Wire Photo Operator"]
27-4014.00	["Acoustical Engineer","Audio Engineer","Audio Operator","Audio Recording Engineer","Audio Video Engineer","Disc Recordist","Dub Room Engineer","Film Recordist","Film Sound Coordinator","Film Sound Engineer","Mastering Engineer","Mechanic Sound Technician","Mechanical Sound Technician","Mixer","Mixing Engineer","Music Engineer","Musical Engineer","Play Back Operator","Public Address Servicer","Public Address System Installer","Public Address Systems Mechanic","Public Address Technician","Recording Engineer","Recordist","Rerecording Mixer","Sound Cutter","Sound Designer","Sound Editor","Sound Effects Person","Sound Effects Technician","Sound Engineer","Sound Engineering Technician","Sound Equipment Mechanic","Sound Mixer","Sound Printer","Sound Recording Technician","Sound Recordist","Sound Technician","Sound Truck Operator","Studio Engineer","Tape Transferrer","Theater Technician"]
27-4015.00	["Dimmer Board Operator","Electrical Lighting Technician (ELT)","Entertainment Lighting Technician","Gaffer","Lamp Operator","Lighting Controls Technician","Lighting Operator","Lighting Technician (Lighting Tech)","Production Technician","Rigging Electrical Lighting Technician (RELT)","Set Lighting Technician","Spotlight Operator","Stage Electrician","Stage Lighting Technician","Theater Technician","Video Lighting Technician"]
27-4021.00	["Advertising Photographer","Aerial Photographer","Apprentice Photographer","Biological Photographer","Biomedical Photographer","Cameraman","Commercial Photographer","Crime Scene Photographer","Digital Photographer","Fashion Photographer","Finish Photographer","Food Photographer","Forensic Photographer","Freelance Photographer","Industrial Photographer","Marine Photographer","Medical Photographer","Nature Photographer","Newborn Photographer","News Photographer","Newspaper Photographer","Newspaper Photojournalist","Ophthalmic Photographer","Owner\/Photographer","Photo Editor","Photo Journalist","Photo-Optics Technician","Photographer","Photographic Specialist","Photojournalist","Portrait Photographer","Real Estate Photographer","School Photographer","Scientific Photographer","Sports Photographer","Still Photographer","Street Photographer","Studio Photographer","Underwater Photographer","Wedding Photographer","Wild Life Photographer","Wildlife Photographer"]
27-4031.00	["Animation Camera Operator","Camera Engineer","Camera Operator","Camera Person","Cameraman","Cinematographer","Drone Operator","Electronic News Gathering Camera Operator (ENG Camera Operator)","Master Control Operator (MCO)","Motion Designer","Motion Picture Camera Operator","Motion Picture Cameraman","Motion Picture Photographer","Movie Shot Camera Operator","Movie Shot Cameraman","News Camera Operator","News Camera Person","News Reel Cameraman","News Videographer","Operations Technician","Optical Effects Camera Operator","Production Technician","Studio Camera Operator","Studio Technician","Television Camera Operator","Television Cameraman","Television News Photographer","Title Camera Operator","Video Camera Operator","Video Coordinator","Video Operator","Video Specialist","Videographer"]
27-4032.00	["Cue Selector","Digital Media Coordinator","Editor","Electronic News Gathering Editor (ENG Editor)","Film Editor","Movie Editor","News Editor","News Video Editor","News Videotape Editor","Non-Linear Editor","Online Editor","Optical Effects Layout Person","Tape Editor","Television News Video Editor","Video Editor","Video Tape Duplicator","Video Tape Transferrer","Videotape Editor"]
27-4099.00	["Best Worker","Densitometer Reader","Dimmer Board Operator","Radar Operator","Satellite Communications Operator","Spotlight Operator"]
29-1011.00	["Chiropractic Doctor (DC)","Chiropractic Neurologist","Chiropractic Physician","Chiropractor","Chiropractor, Sole Practitioner","Doctor of Chiropractic"]
29-1021.00	["Associate Dentist","Dental Medicine Doctor (DMD)","Dental Officer","Dental Surgery Doctor (DDS)","Dentist","Dentist\/Owner","Doctor of Dental Medicine (DMD)","Doctor of Dental Surgery (DDS)","Endodontist","Family Dentist","General Dentist","General Dentist\/Owner","Pediatric Dentist","Periodontist","Public Health Dentist"]
29-1022.00	["Dental Surgeon","Doctor of Dental Surgery (DDS)","Maxillofacial Surgeon","Oral and Maxillofacial Surgeon (OMS)","Oral and Maxillofacial Surgeon-Practice Owner","Oral Surgeon","Resident Surgeon","Surgeon"]
29-1023.00	["Board Certified Orthodontist","Dentofacial Orthopedics Dentist","Invisible Braces Orthodontist","Orthodontist","Orthodontist, Small Business Owner","Orthodontist, Vice President","Pediatric Orthodontist","Specialist in Orthodontics and Dentofacial Orthopedics"]
29-1024.00	["Doctor of Dental Science, Prosthodontist","Doctor of Dental Surgery (DDS)","Maxillofacial Prosthetics Dentist","Maxillofacial Prosthodontist","Oral Maxillofacial Prosthodontist","Prosthetic Dentist","Prosthodontist","Prosthodontist, Assistant Clinical Professor","Prosthodontist\/Educator","Prosthodontist\/Owner","Prosthodontist\/Restorative\/Reconstructive Dentist","Reconstructive Dentist","Removable Prosthodontist"]
29-1029.00	["Cosmetic Dentist","Endodontist","Maxillofacial Pathology","Oral Pathologist","Pediatric Dentist","Pedodontist","Periodontist","Public Health Dentist"]
29-1031.00	["Administrative Dietitian","Chief Dietitian","Clinical Dietician","Clinical Dietitian","Clinical Nutritionist","Community Dietitian","Consultant Dietitian","Diet Consultant","Diet Counselor","Diet Therapist","Dietary Aide","Dietician","Dietist","Dietitian","Dietitian Teacher","Food Adviser","Food Consultant","Holistic Nutritionist","Menu Planner","Nutrition Consultant","Nutrition Counselor","Nutritionalist","Nutritionist","Outpatient Dietitian","Pediatric Clinical Dietician","Pediatric Dietician","Public Health Dietitian","Public Health Nutritionist","Registered Dietician","Registered Dietitian","Research Dietitian","Sports Nutritionist","Teaching Dietitian","Therapeutic Dietitian"]
29-1041.00	["Doctor of Optometry (OD)","Optometrist","Optometrist, Owner","Optometrist, President\/Practice Owner","Optometrist\/Practice Owner","Optometry Doctor (OD)"]
29-1051.00	["Apothecary","Clinical Pharmacist","Doctor of Pharmacy","Druggist","Hospital Pharmacist","Industrial Pharmacist","Pharmacist","Pharmacist in Charge (PIC)","Pharmacist in Charge, Owner (PIC, Owner)","Pharmacy Consultant","Pharmacy Informaticist","Prescriptionist","Radiopharmacist","Registered Pharmacist","Retail Pharmacist","Staff Pharmacist","Staff Pharmacist, Hospital"]
29-1071.00	["Anesthesia Technician","Anesthesiologist Assistant","Anesthetic Assistant","Certified Physician Assistant (PA-C)","Certified Physician's Assistant","Clinical Physician Assistant","Doctor Assistant","Emergency Medicine Physician Assistant","Family Physician Assistant","Family Practice Physician Assistant","General Surgery Physician Assistant","Gynecological Assistant","Medical Service Technician","Orthopaedic Physician Assistant","Orthopedic Physician Assistant","Pediatric Physician Assistant","Physician Assistant (PA)","Physician Assistant Certified (PAC)","Physician Extender","Physician's Assistant","Radiology Practitioner Assistant","Surgeon Assistant","Surgery Technician (Surgery Tech)","Surgical First Assistant","Surgical Physician Assistant"]
29-1071.01	["Anesthesia Assistant","Anesthesia Tech","Anesthesia Technician","Anesthesia Technologist","Anesthesiologist Assistant","Anesthesiologist Assistant-Certified","Anesthesiologists' Assistant","Cardiothoracic Anesthesia Technician","Certified Anesthesia Technician and Technologist","Certified Anesthesiologist Assistant","Operating Room Technician","Oral Surgery Assistant","Oral Surgery Assistant-Clinical Coordinator"]
29-1081.00	["Chiropodist","Doctor of Podiatric Medicine (DPM)","Doctor of Podiatry","Doctor Podiatric Medicine (DPM)","Foot and Ankle Surgeon","Foot Doctor","Foot Orthopedist","Foot Roentgenologist","Foot Specialist","Orthopedic Podiatrist","Podiatric Medicine Doctor (DPM)","Podiatric Physician","Podiatric Surgeon","Podiatrist","Podiatry Doctor (DP)","Pododermatologist"]
29-1122.00	["Assistive Technology Trainer","Early Intervention Occupational Therapist","Independent Living Specialist","Industrial Rehabilitation Consultant","Industrial Therapist","Job Trainer","Occupational Therapist (OT)","Pediatric Occupational Therapist","Registered Occupational Therapist","Rehabilitation Engineer","Staff Occupational Therapist","Staff Therapist","Vocational Rehabilitation Specialist","Vocational Trainer"]
29-1122.01	["Certified Low Vision Therapist","Certified Orientation & Mobility Specialist","Certified Orientation and Mobility Specialist (COMS)","Certified Vision Rehabilitation Therapist","Global Mobility Specialist","Low Vision Therapist","Mobility Professional","Mobility Specialist","Orientation & Mobility Specialist","Orientation and Mobility Instructor","Orientation and Mobility Specialist","Orientation and Mobility Therapist for the Blind","Orientation Specialist","Rehabilitation Specialist","Rehabilitation Teacher","Teacher of Students with Visual Impairments (TVI)","TVI (Teacher of the Visually Impaired)","Vision Rehabilitation Therapist (VRT)","Vision Specialist","Vision Therapist"]
29-1123.00	["Acute Care PT (Acute Care Physical Therapist)","Cardiopulmonary Physical Therapist (Cardiopulmonary PT)","Doctor of Physical Therapy (DPT)","Geriatric Physical Therapist (Geriatric PT)","Home Care Physical Therapist (Home Care PT)","Inpatient Physical Therapist (Inpatient PT)","Kinesiotherapist","Orthopedic Physical Therapist (Orthopedic PT)","Outpatient Physical Therapist (Outpatient PT)","Pediatric Physical Therapist (Pediatric PT)","Physiotherapist","Pulmonary Physical Therapist (Pulmonary PT)","Registered Physical Therapist (RPT)","Sports Physical Therapist (Sports PT)","Therapist"]
29-1124.00	["Chief Radiation Therapist (Chief RT)","Computed Tomography Simulation Therapist (CT Simulation Therapist)","Dosimetrist","Lead Radiation Therapist","Medical Dosimetrist","Radiation Therapist","Radiation Therapy Technician","Radiation Therapy Technologist (RTT)","Radiologic Therapist","Radiology Therapist","Registered Radiation Therapist","Senior Radiation Therapist","Staff Radiation Therapist"]
29-1125.00	["Activities Therapist","Activity Coordinator","Activity Therapist","Adventure Therapist","Art Therapist","Certified Recreational Therapist","Certified Therapeutic Recreation Specialist (CTRS)","Child Life Therapist","Creative Arts Therapist","Dance Therapist","Drama Therapist","Ecotherapist","General Activities Therapist","Horticultural Therapist","Music Therapist","Music Therapist (Rehabilitation)","Recreation Therapist","Recreational Therapist","Recreational Therapy Technician","Rehabilitation Therapist","Therapeutic Mentor","Therapeutic Recreation Specialist","Therapeutic Riding Instructor","Therapist"]
29-1126.00	["Cardiopulmonary Rehabilitation Respiratory Therapist","Certified Respiratory Therapist (CRT)","Inhalation Therapist","Oxygen Therapist","Registered Respiratory Therapist (RRT)","Respiratory Care Practitioner (RCP)","Respiratory Therapist (RT)","Staff Respiratory Therapist","Staff Therapist"]
29-1127.00	["Bilingual Speech-Language Pathologist","Communication Specialist","Educational Speech-Language Clinician","Language Pathologist","Oral Therapist","Public School Speech Clinician","Public School Speech Therapist","Speech and Language Clinician","Speech and Language Specialist","Speech Clinician","Speech Correction Consultant","Speech Language Pathologist","Speech Pathologist","Speech Therapist","Speech-Language Pathologist (SLP)","Speech\/Language Therapist","Teacher of the Speech and Hearing Handicapped","Voice Pathologist"]
29-1128.00	["Applied Exercise Physiologist","Bariatric Weight Loss Counselor","Cardiac Exercise Physiologist","Cardiac Exercise Specialist","Cardiac Rehabilitation Exercise Physiologist","Certified Exercise Physiologist (EPC)","Clinical Exercise Physiologist","Clinical Exercise Specialist","Exercise Physiologist","Exercise Scientist","Exercise Specialist","Kinesiotherapist","Lifestyle and Weight Management Consultant","Registered Clinical Exercise Physiologist","Sports Physiologist"]
29-1129.00	["Animal Assisted Therapist","Animal Therapist","Aromatherapist","Auriculotherapist","Aviation Medicine Specialist","Chemical Dependency Therapist","Child Life Therapist","Clinical Fellow","Colon Therapist","Corrective and Manual Arts Therapist","Corrective Therapist","Doctor","Doctor of Osteopathy","Ear Specialist","Ecotherapist","Educational Therapist","Electrotherapist","Exercise Scientist","Health Therapist","Heliotherapist","Herb Counselor","Herb Doctor","Herbalist","Homeopathic Doctor","Hydrotherapist","Hypnotherapist","Industrial Therapist","Kinesiologist","Kinesiotherapist","Magnetic Doctor","Manipulative Therapy Specialist","Manual Arts Therapist","Medical Doctor (MD)","Medical Specialist","Medicine Worker","Movement Therapist","Nephrologist","Osteopath","Peripatologist","Physical Integration Practitioner","Play Therapist","Rehabilitation Program Coordinator","Reiki Practitioner","Rolfer","Sanipractic Physician","Sex Therapist","Sexologist"]
29-1129.01	["Art Psychotherapist","Art Specialist","Art Therapist","Art Therapist\/Licensed Professional Counselor (Art Therapist\/LPC)","Art Therapy Specialist","Arts Therapist","Board Certified Arts Therapist","Certified Art Therapist","Counselor\/Art Therapist","Creative Art Therapist","Creative Arts Therapist","Creative Therapist","Day Treatment Clinician\/Art Therapist","Expressive Art Therapist","Expressive Therapist","Group Therapist","Hospice Art Therapist","Medical Art Therapist","Registered & Board Certified Art Therapist","Registered Art Therapist","Rehabilitation Creative Therapist","Rehabilitation Therapist","Therapist"]
29-1129.02	["Board Certified Music Therapist","Certified Music Therapist","Community Music Therapist","Creative Arts Music Therapist","Creative Music Therapist","Expressive Music Therapist","Home Care Music Therapist","Hospice Music Therapist","Music Art Therapist","Music Dance Therapist","Music Rehabilitation Therapist","Music Therapist","Music Therapist, Primary Service Coordinator","Music Therapist, Public School System","Music Therapy Specialist"]
29-1131.00	["Animal Anatomist","Animal Chiropractor","Animal Doctor","Animal Pathologist","Animal Physiologist","Animal Surgeon","Companion Animal Practitioner","Doctor of Veterinary Medicine (DVM)","Emergency Veterinarian (Emergency Vet)","Equine Dentist","Equine Vet (Equine Veterinarian)","Horse Doctor","Laboratory Animal Care Veterinarian (Lab Animal Care Vet)","Laboratory Veterinarian (Lab Veterinarian Vet)","Large Animal Veterinarian (Large Animal Vet)","Mixed Animal Veterinarian (Mixed Animal Vet)","Poultry Veterinarian (Poultry Vet)","Public Health Veterinarian (Public Health Vet)","Small Animal Veterinarian (Small Animal Vet)","Treatment Coordinator","Veterinarian Epidemiologist (Vet Epidemiologist)","Veterinary Anatomist (Vet Anatomist)","Veterinary Bacteriologist (Vet Bacteriologist)","Veterinary Dentist (Vet Dentist)","Veterinary Epidemiologist (Vet Epidemiologist)","Veterinary Inspector (Vet Inspector)","Veterinary Laboratory Diagnostician (Vet Lab Diagnostician)","Veterinary Livestock Inspector (Vet Livestock Inspector)","Veterinary Meat Inspector (Vet Meat Inspector)","Veterinary Medicine Doctor (DVM)","Veterinary Medicine Scientist (Vet Medicine Scientist)","Veterinary Microbiologist (Vet Microbiologist)","Veterinary Parasitologist (Vet Parasitologist)","Veterinary Pathologist (Vet Pathologist)","Veterinary Pharmacologist (Vet Pharmacologist)","Veterinary Physiologist (Vet Physiologist)","Veterinary Radiologist (Vet Radiologist)","Veterinary Surgeon (Vet Surgeon)","Veterinary Surgical Specialist (Vet Surgical Specialist)","Veterinary Toxicologist (Vet Toxicologist)","Veterinary Virus Serum Inspector (Vet Virus Serum Inspector)","Wildlife Veterinarian (Wildlife Vet)","Zoo Veterinarian (Zoo Vet)"]
29-1141.00	["Cardiac Care Unit Nurse (CCU Nurse)","Cardiac Nurse Specialist","Central Supply Nurse","Certified Nurse Operating Room (CNOR)","Charge Nurse","Circulating Nurse","Clinical Nurse Specialist","Community Health Nurse","Consultant Nurse","Consulting Nurse","Coronary Care Unit Nurse (CCU Nurse)","County Nurse","Delivery Nurse","Dialysis Nurse","Dialysis Registered Nurse (Dialysis RN)","Discharge Planner","Doctor of Nurse Anesthesia Practice","Emergency Department RN (Emergency Department Registered Nurse)","Emergency Room Nurse","Emergency Room Registered Nurse (ER RN)","Emergency Room RN","Endoscopy RN (Endoscopy Registered Nurse)","Field Nurse","Flight Nurse","Forensic Nurse","General Duty Nurse","Genetics Nurse","Geriatric Nurse","Head Nurse","Home Health RN (Home Health Registered Nurse)","Hospice Registered Nurse","Industrial Nurse","Industrial Registered Nurse","Industrial Staff Nurse","Infection Control Nurse","Intensive Care Unit Nurse (ICU Nurse)","Intensive Care Unit Registered Nurse (ICU RN)","Labor and Delivery Nurse","Labor and Delivery Registered Nurse (Labor and Delivery RN)","Legal Nurse Consultant","Maternity Nurse","Medical-Surgical Registered Nurse (Med-Surg RN)","Medical\/Surgery Registered Nurse (Med\/Surg RN)","Neonatal Intensive Care Registered Nurse (NICU RN)","Neonatal Nurse","Nephrology Nurse","Nurse","Nurse Anesthetist","Nurse Clinician","Nurse Consultant","Nurse Coordinator","Nurse Educator","Nurse Receptionist","Nurse Technician","Nursing Researcher","OB\/GYN Nurse (Obstetrics\/Gynecology Nurse)","Obstetrical Nurse","Obstetrics Nurse (OB Nurse)","Obstetrics Scrub Nurse (OB Scrub Nurse)","Occupational Health Nurse","Occupational Nurse","Oncology Nurse","Oncology RN (Oncology Registered Nurse)","Operating Room Registered Nurse (OR RN)","OR Nurse (Operating Room Nurse)","Pediatric Nurse","Pediatric Oncology Nurse","Pediatric Registered Nurse","Perianesthesia Nurse","Perinatal Nurse","Perioperative Nurse","Physical Therapy Nurse","Post Anesthesia Care Unit Nurse (PACU Nurse)","Post Anesthesia Care Unit Registered Nurse (PACU Nurse)","Post Anesthesia Room Nurse","Post-Anesthesia Care Unit (PACU) Registered Nurse (PACU RN)","Post-Anesthesia Care Unit Nurse","Post-Anesthesia Care Unit Registered Nurse (PACU RN)","Prenatal Nurse","Private Duty Nurse","Psychiatric Nurse","Psychiatric Registered Nurse","Public Health Nurse (PHN)","Public Health Staff Nurse","Receptionist Nurse","Recovery Room Nurse","Registered Health Nurse","Registered Nurse (RN)","Registered Private Duty Nurse","Registered Public Health Nurse","Relief Charge Nurse","RN BSN (Registered Nurse Bachelor of Science in Nursing)","RN Case Manager (Registered Nurse Case Manager)","School Nurse","Scrub Nurse","Special Duty Nurse","Staff Nurse","Staff RN (Staff Registered Nurse)","Student Nurse","Supervisor Nurse","Surgical Nurse","Surgical Registered Nurse","Telemetry Registered Nurse (Telemetry RN)","Telephone Triage Nurse","Transverse Abdominal Muscle Nurse (TRAM Nurse)","Trauma Nurse","Travel RN (Travel Registered Nurse)","Traveling Nurse","Triage Nurse","Triage Register Nurse","Triage Registered Nurse","Visiting Nurse","Ward Nurse","X Ray Nurse","Registered Nurse","Pediatrics RN (Pediatrics Registered Nurse)"]
29-1141.01	["Acute Care Nurse","Admission Nurse","Care Transitions Nurse","Charge Nurse","Charge Nurse, Cardiac Interventional Care","Chronic Condition Nurse","Nurse","Pediatric Acute Care Unit Nurse","Preceptor","Progressive Care Unit Registered Nurse","Screening Unit Registered Nurse","Staff Nurse","Supervising Nurse"]
29-1141.02	["Adult Psychiatric Mental Health Nurse Practitioner","Adult Psychiatric-Mental Health Nurse Practitioner","Advanced Practice Nurse Psychotherapist (APN Psychotherapist)","Advanced Practice Provider","Advanced Practice Psychiatric Nurse","Associate Chief Nurse","Family Psychiatric-Mental Health Nurse Practitioner","Mental Health Nurse","Psychiatric Clinical Nurse Specialist","Psychiatric Mental Health Nurse (PMH Nurse)","Psychiatric Mental Health Nursing Advanced Practice Registered Nurse","Psychiatric Nurse","Psychiatric Primary Care Nurse Practitioner","Psychiatric-Mental Health Clinical Nurse Specialist"]
29-1141.03	["Burn Center Nurse","Cardiac Catheterization Laboratory Registered Nurse","Critical Care Nurse","Critical Care Nurse Practitioner","Critical Care Nurse Specialist","Critical Care Registered Nurse (CCRN)","Critical Care Unit Nurse","ICU Nurse (Intensive Care Unit Nurse)","ICU Staff Nurse (Intensive Care Unit Staff Nurse)","Intensive Care Unit Registered Nurse (ICU RN)","Neonatal Critical Care Nurse","Neonatal Intensive Care Nurse","Pediatric Critical Care Nurse","Progressive Care Nurse","Staff Nurse","Staff Nurse, ICU Resource Team (Staff Nurse, Intensive Care Unit Resource Team)","Step-Down Nurse","Telemetry Nurse","Vascular Nurse"]
29-1141.04	["Adult Health Clinical Nurse Specialist","Cardiology Clinical Nurse Specialist","Clinical Nurse","Clinical Nurse Specialist","Community Health Clinical Nurse Specialist","Critical Care Clinical Nurse Specialist","Emergency Clinical Nurse Specialist","Gerontological Clinical Nurse Specialist","ICU Clinical Nurse Specialist (Intensive Care Unit Clinical Nurse Specialist)","Nephrology Nurse","Neuroscience Clinical Nurse Specialist","Pediatric Clinical Nurse Specialist","Pediatric Oncology Nurse","Psychiatric Adult Clinical Nurse Specialist","Public Health Clinical Nurse Specialist","Quality Management Nurse","Trauma ICU Clinical Nurse Specialist (Trauma Intensive Care Unit Clinical Nurse Specialist)"]
29-1151.00	["Certified Registered Nurse Anesthetist (CRNA)","Certified Registered Nurse Anesthetist (CRNA)","Chief Certified Registered Nurse Anesthetist (Chief CRNA)","Chief Nurse Anesthetist","Doctor of Nurse Anesthesia Practice (DNAP)","Nurse Anesthetist","Professor\/Nurse Anesthetist","Senior Certified Registered Nurse Anesthetist (Senior CRNA)","Staff Certified Registered Nurse Anesthetist (Staff CRNA)","Staff Certified Registered Nurse Anesthetist, Anesthesia Service (Staff CRNA, Anesthesia Service)","Staff Nurse Anesthetist"]
